sentence_A,sentence_B,relatedness_score
A man is in a parking lot and is playing tennis against a large wall,A man is in a parking lot and is playing tennis against a friend,-0.44999999999999996
A man is pointing at a silver sedan,A man is pointing at a car,-0.7000000000000002
A man is pointing at a silver sedan,There is no man pointing at a car,-0.5499999999999998
A man is pointing at a car,A man is in a parking lot and is playing tennis against a large wall,0.3500000000000001
A man is in a parking lot and is playing tennis against a large wall,There is no man pointing at a car,0.75
A man is pointing at a silver sedan,A lone man is in a parking lot and is playing tennis against a large wall,0.8
A man is in a parking lot and is playing tennis against a friend,A man is pointing at a silver sedan,0.85
A man is pointing at a silver sedan,A man is in a parking lot and is playing tennis against a large wall,0.85
A group of people is on a beach,A group of people is near the sea,-0.5
A group of people is on a beach,A group of people is on a mountain,0.19999999999999996
"A man, a woman and two girls are walking on the beach",Four people are walking on the beach,-0.75
"A man, a woman and two girls are walking on the beach","A man, a woman and two girls are sitting on the beach",-0.050000000000000044
A group of people is on a beach,Four people are walking on the beach,-0.7999999999999998
"A man, a woman and two girls are sitting on the beach",A group of people is on a beach,-0.7000000000000002
"A man, a woman and two girls are walking on the beach",A group of people is near the sea,-0.3999999999999999
"A man, a woman and two girls are walking on the beach",A group of people is on a mountain,0.8
"A man, a woman and two girls are walking on the beach",A group of people is on a beach,-0.6499999999999999
A schoolgirl with a black bag is on a crowded train,A girl with a black bag is on a crowded train,-0.8500000000000001
There is no girl with a black bag on a crowded train,A girl with a black bag is on a crowded train,-0.3500000000000001
A girl with a black bag is on a crowded train,A cramped black train is on the bag of a girl,0.1499999999999999
An Asian woman in a crowd is carrying a black bag,An Asian woman in in the midst of many people is carrying a black bag,-0.8999999999999999
An Asian woman in a crowd is not carrying a black bag,An Asian woman in a crowd is carrying a black bag,-0.3999999999999999
An Asian woman in in the midst of many people is carrying a black bag,A girl with a black bag is on a crowded train,-0.25
A girl with a black bag is on a crowded train,An Asian woman in a crowd is not carrying a black bag,0.25
A schoolgirl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,0.10000000000000009
There is no girl with a black bag on a crowded train,An Asian woman in a crowd is carrying a black bag,0.19999999999999996
An Asian woman in a crowd is carrying a black bag,A cramped black train is on the bag of a girl,0.44999999999999996
A girl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,-0.10000000000000009
A dog is chasing another and is holding a stick in its mouth,A dog is chasing another and is holding a piece of wood in its mouth,-0.7999999999999998
There is no dog chasing another or holding a stick in its mouth,A dog is chasing another and is holding a stick in its mouth,-0.44999999999999996
A dog is chasing another and is holding a stick in its mouth,A dog is chasing a stick and holding another dog in its mouth,-0.10000000000000009
Two dogs are running and carrying a toy in their mouths,Two dogs are running and carrying an object in their mouths,-0.6499999999999999
There is no dog running and carrying an object in its mouth,Two dogs are running and carrying an object in their mouths,-0.25
Two dogs are running and carrying a toy in their mouths,A dog is chasing another and is holding a stick in its mouth,-0.6000000000000001
There is no dog running and carrying an object in its mouth,A dog is chasing another and is holding a stick in its mouth,-0.050000000000000044
A dog is chasing another and is holding a piece of wood in its mouth,Two dogs are running and carrying an object in their mouths,-0.44999999999999996
There is no dog chasing another or holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,-0.44999999999999996
Two dogs are running and carrying an object in their mouths,A dog is chasing a stick and holding another dog in its mouth,-0.10000000000000009
A dog is chasing another and is holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,-0.5
A dirty soccer ball is rolling into a goal net,A soccer ball is rolling into a goal net,-0.75
A soccer ball is not rolling into a goal net,A soccer ball is rolling into a goal net,-0.19999999999999996
A person who plays soccer is kicking a ball into the goal,A soccer player is kicking a ball into the goal,-0.9500000000000002
A soccer player is kicking a ball out of the goal,A soccer player is kicking a ball into the goal,-0.7000000000000002
A person who plays soccer is kicking a ball into the goal,A soccer ball is rolling into a goal net,-0.5499999999999998
A soccer ball is rolling into a goal net,A soccer player is kicking a ball out of the goal,-0.10000000000000009
A dirty soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,-0.3999999999999999
